Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Distance_to_coast
117200,3.125,12,1869,356,1007,323,46575.81431
177300,4.1386,2,7401,1187,2826,839,49027.12513
145800,2.375,11,939,187,557,190,55611.21274
139600,3.8036,14,2715,500,1540,464,68037.38811
161200,4.1875,13,1914,339,930,304,63243.76879
148200,4.065,6,1771,293,935,279,68484.63311
169300,1.3417,7,1697,424,808,354,60099.97465
96100,2.2618,17,4174,851,1845,780,60430.63161
155400,2.625,11,4934,929,2508,840,58989.20495
109200,2.5221,7,1810,386,931,355,54488.69414
145300,2.5847,17,2813,565,1345,488,65789.75028
148800,3.2778,13,4496,756,2044,695,64757.31937
126500,4.0717,3,5284,920,2703,729,60114.52772
90500,1.972,13,1974,426,1276,408,57870.13362
112500,2.7983,16,4928,960,2132,853,59881.23349
71300,2.1182,18,4799,1035,1966,944,59504.92331
111500,3.1319,2,6305,1265,2489,1152,53752.74894
140700,2.6322,10,2381,454,1323,477,56094.124
89300,2.2969,17,3318,759,2016,673,58771.6925
81500,1.9767,23,3465,703,2672,607,58194.24929
83000,2,5,2108,496,1666,461,57166.9092
118300,2.4662,15,4173,804,2393,713,56377.97691
173300,4.0982,11,3196,576,1757,552,52207.49366
146500,2.1549,22,4249,922,2405,846,57476.76472
104200,2.8401,9,6907,1379,3665,1290,56816.52618
129200,2.1484,19,3173,678,2204,606,50154.0027
101300,2.0878,16,2876,576,1859,545,54462.81312
110000,2.817,19,2248,427,1207,368,49985.94229
114600,2.1667,11,1161,235,640,210,50298.70195
168700,5.3275,5,6529,997,3464,1006,40568.50066
123800,3.2481,8,4345,865,2425,785,42713.69735
154300,3.1513,10,2591,486,1255,425,45699.698
157400,3.1832,9,981,169,596,156,44127.1228
111300,3.102,11,1229,236,581,190,43964.90361
100600,1.9194,27,4376,1003,2667,870,43548.57154
125000,4.2788,10,516,107,282,96,43553.07964
131800,3.375,9,13288,2728,7235,2350,40562.8689
132600,2.2423,17,10145,2306,4776,1749,40562.8689
109200,2.5395,23,6859,1535,3405,1351,39824.41468
162200,3.8056,7,16010,2726,7139,2426,40672.9829
163600,2.6949,15,4573,928,2513,832,44100.53223
465600,9.4356,8,446,62,188,68,28510.57115
159300,3.2258,10,4097,813,2082,731,35294.66349
155600,3.5125,10,1652,316,725,233,44277.41962
210700,3.235,12,1481,265,757,243,46147.46836
150900,3.6273,7,7722,1324,2975,1161,42347.48424
174300,4.5936,2,30450,5033,9419,3197,40205.96344
215300,4.7944,3,2744,428,1223,366,45126.54044
145600,4.3651,2,2569,431,1232,388,47559.07986
187300,3.9443,2,20391,3245,7132,2716,41779.02606
147500,3.7538,4,4952,1000,2912,943,39411.46627
347700,4.8083,5,3471,530,1541,502,46092.14443
392100,4.125,9,2802,471,1155,421,53307.3077
307600,4.3833,6,1868,289,750,247,45029.56548
337200,3.244,7,1972,352,964,317,53569.43253
221900,4.2917,8,1003,167,388,140,59311.75788
493300,6.9136,5,1585,247,510,181,30799.40431
187500,3.475,6,108,18,43,17,36646.6083
500001,6.993,13,270,42,120,42,35787.92085
191100,3.9963,4,21988,4055,8824,3252,38834.55201
212300,4.5841,4,30401,4957,13251,4339,40782.04244
174200,4.6904,4,9089,1413,3886,1243,34117.59038
43000,2.83,13,1614,410,846,270,47957.15854
183000,3.9617,6,13724,2269,5860,1986,37643.74673
429000,5.5351,4,6112,890,2088,712,33712.46813
500001,5.2066,4,966,133,311,92,27498.19664
134700,3.0043,6,8278,1579,3062,1446,62010.94773
189700,3.1591,19,6807,1164,2703,1055,69250.58568
201300,5.3623,15,2094,316,937,277,72111.37994
173900,4.4792,11,1183,178,543,147,64268.56838
93800,2.1071,15,652,149,248,97,65755.60898
143800,2.8125,18,397,89,239,80,62945.97401
97800,1.9961,13,16148,3474,6159,3232,65523.89152
127900,2.3712,14,2281,426,894,430,72180.37996
85800,2.0714,19,2238,573,1190,507,69675.81473
109500,1.7847,23,4676,1096,2770,1057,69675.81473
121500,2.964,14,6027,1148,3136,1036,70964.85895
112800,3.6806,15,3757,666,1693,654,70179.38896
89400,2.4554,20,2233,431,1024,399,68875.49295
87000,3.069,20,4735,973,2306,904,67433.90936
94500,3.2371,21,4587,810,2233,765,68083.92407
91200,2.7083,18,1996,405,1270,400,68875.49295
118900,4.6406,19,2901,445,1414,475,69524.31721
120000,3.7175,17,5160,851,2344,781,68740.29603
132300,4.0433,13,3603,573,1644,515,69402.84486
76300,2.5898,35,3269,757,2328,705,69040.93734
86200,1.942,31,2712,628,1519,629,67597.30476
77500,1.3039,22,3740,965,2011,824,68412.72906
77000,1.4366,18,9601,2401,4002,2106,67177.06625
85700,1.8446,25,4952,1062,1589,1024,66968.31226
76900,2.2161,20,3674,792,1498,758,67597.30476
87600,2.2115,19,3649,755,1717,696,68233.0944
137600,2.4145,14,7240,1410,2708,1240,71928.26095
105100,1.8015,15,2873,903,1094,659,65970.36732
95900,1.7079,10,6890,1702,3141,1451,70484.59123
107900,1.9707,12,5829,1309,2711,1118,69461.6474
69400,2.1722,12,7626,1704,2823,1554,68015.85403
94400,2.1103,8,5330,1529,2143,1107,65731.49717
112500,1.9476,14,3700,750,1171,695,63678.09342
113100,2.2925,7,10352,2007,3559,1689,68862.38008
120700,2.8393,20,1317,203,453,158,66240.15926
139300,2.683,15,2228,472,653,350,74645.94992
108900,2.3,10,6317,1335,2625,1094,70653.94851
95300,2.1979,8,10997,2205,5060,1949,72958.8228
77700,1.8845,20,2399,546,1726,542,72958.8228
83000,2.0135,21,2990,691,2108,660,72353.04161
74800,2.535,24,2680,606,1728,527,70907.3767
74000,1.7303,24,3409,804,1939,739,72126.36782
56700,2.0577,12,701,130,434,110,76728.2655
130800,2.5612,5,4116,761,1714,717,75725.84115
140000,1.5982,20,3111,623,1000,508,73542.56109
81700,2.0154,23,2719,538,930,485,73615.34105
123400,2.3169,13,10886,2127,4266,1955,72278.47283
170700,2.933,13,2604,443,978,417,74199.54653
104900,2.4167,25,3750,781,1594,785,86144.1421
94400,2.5357,33,1575,326,879,282,84666.49453
132100,3.5255,21,4624,852,2174,812,86144.1421
195900,4.7356,22,4227,658,1849,619,88976.47585
118800,2.3355,18,4775,886,1868,836,86130.61259
116300,3.1393,14,5320,974,1947,843,88993.40015
112100,2.4322,12,5876,1222,2992,1151,87066.33271
149000,2.7344,25,1254,312,715,301,79655.0962
105200,2.8783,5,1822,367,798,313,83741.78966
187500,3.125,6,78,11,27,10,77533.27105
81900,1.4063,22,1999,497,1304,479,85694.26807
147500,3.7083,26,503,69,293,59,82321.5096
58000,2.3977,11,658,131,376,120,93741.92092
90000,1.4688,16,319,68,212,67,99478.88192
63000,1.6875,19,2307,525,1266,437,94834.0914
81800,1.3286,17,2009,469,820,381,90695.54324
146300,3.0417,2,6900,1238,1950,980,82470.86867
55000,1.625,1,6,2,8,2,78978.90151
91100,2.7788,18,521,118,174,74,82661.99993
89800,3.4545,27,3459,640,1760,654,84693.00504
73200,1.9472,40,2277,498,1391,453,83755.63141
91200,3.0432,29,3197,632,1722,603,85190.07537
73200,1.424,29,2793,722,1583,626,84258.29037
68300,2.1581,33,376,83,267,88,83755.63141
98600,3.6339,30,3915,672,1820,643,92479.49723
95600,2.0549,13,7804,1594,3297,1469,86339.00792
72600,2.0976,29,4549,916,2494,912,88525.86639
55000,1.2188,37,1495,429,865,342,89088.25785
71800,2.2321,34,3183,738,1820,647,87969.62741
193800,5.5,18,553,100,215,82,93802.49509
73400,2.218,35,4448,906,2736,843,90532.32103
54600,1.4556,32,3141,812,2589,721,89656.68601
73100,2.7536,37,1858,361,1632,310,87921.44297
81000,2.6643,10,2653,621,1967,598,87644.15833
143400,3.3333,16,5277,1070,657,276,89169.0457
1.00E+05,3.4167,35,324,63,158,39,83502.12685
150500,3.0625,25,10665,2161,1874,852,86509.71742
161100,3.5882,21,3460,711,658,255,86341.6804
214300,2.9141,11,2385,661,682,242,76523.84707
163500,3.8281,3,830,145,272,104,66792.94214
137500,2.8071,14,1016,219,443,169,57402.35972
128100,3.038,12,1153,265,446,195,63286.11997
122900,2.355,13,3166,682,1250,475,75340.2259
115300,2.9167,8,1294,272,457,199,96361.27354
345500,6.2702,10,489,82,183,74,91634.81861
173400,3.0694,6,1251,268,544,216,65580.61692
103100,2.5625,26,186,48,102,39,95160.5742
113500,2.183,16,3730,827,1346,592,79649.19843
155700,1.9107,13,1187,255,442,179,73440.46708
74400,2.7219,15,11115,2257,4122,1653,115622.5681
66300,3.0208,12,549,109,209,90,100273.5291
61000,1.95,21,1284,306,537,233,110607.7676
68100,2.8056,35,321,71,157,61,106216.6422
50000,1.1917,29,551,166,224,107,109732.5276
76600,3.5208,20,260,67,69,50,114180.2917
88400,1.6849,17,5293,1266,1201,599,118446.8019
78500,1.7844,11,12557,3098,2453,1232,121436.0085
89600,3.3616,13,3921,754,1902,665,115406.565
61100,1.4665,16,4913,1395,2518,1132,115400.6246
68200,2.625,18,2990,648,1280,532,113270.6721
66600,1.6983,10,7249,1882,4274,1621,115412.991
66000,1.7388,12,3369,780,1315,584,113997.5769
89400,2.3382,11,1381,300,644,248,117547.6342
85200,3.2578,18,2233,471,919,388,116901.1936
81000,1.8,10,3254,913,923,486,116171.0229
146400,4.0417,5,4332,868,1420,567,117533.0282
1.00E+05,4.0729,16,980,193,454,185,107398.9129
71000,1.5227,22,1540,364,610,268,101913.1567
130400,3.6875,17,4465,859,853,445,106634.9491
70400,1.9167,16,3648,1035,1687,581,107058.9414
230200,3.3897,18,7962,1652,2009,921,102855.2039
110900,2.9647,16,10077,2186,3048,1337,106509.2382
500001,5.7613,28,2992,562,676,346,104358.8543
159000,2.5885,28,8399,1839,3470,1340,105873.5802
112500,3.4886,13,7559,1444,3189,1105,107266.0075
87500,2.1042,16,343,85,29,14,106945.2387
65900,2.9569,27,3316,636,2362,532,107723.12
145200,2.5212,21,10227,2315,3623,1734,105396.6911
115600,1.5595,12,9482,2501,2725,1300,103858.1221
321900,2.6083,36,1765,399,451,264,102963.7698
90000,3.6667,15,3004,615,437,210,107333.4517
94800,2.5399,26,5032,1229,3086,1183,106347.3388
162200,3.4394,12,12396,2552,2548,1265,104789.7735
124100,2.1176,31,6814,1714,2628,1341,103241.9787
199400,3.1493,24,6087,1217,1721,833,103241.9787
148900,3.7396,13,8789,1875,1274,688,106544.4834
183900,2.2216,22,6050,1387,1432,890,102634.1831
301600,3.1364,25,2616,547,581,343,97916.29672
248100,2.25,20,4810,1074,1304,740,99861.38219
235600,3.9737,18,9374,1780,1678,919,102034.8843
220500,2.5489,18,2547,463,411,214,102230.7431
125200,4.6855,5,4423,763,1906,667,108462.2634
137500,1.7204,5,5480,1371,1050,485,109705.8311
145200,2.6298,14,9425,2020,1711,1000,106761.0729
142500,4.3111,3,9169,1512,3838,1270,110479.6383
104200,3.9508,6,4863,920,3010,828,110070.5817
90900,2.4497,7,10105,2481,6274,2095,108701.087
136400,2.1411,10,6960,1487,1130,661,108354.0724
115100,3.5223,8,6710,1343,2069,781,111869.8449
285000,4.9444,12,7095,1260,1179,570,111564.2168
232100,6.1437,17,4293,712,1091,464,110215.8617
134600,3.0859,16,5228,992,1177,639,108602.534
341700,7.6281,14,16921,2837,2524,1262,109973.3919
259200,6.8729,8,3059,500,612,208,112649.7196
99100,3.6161,9,5534,1206,2283,1008,109713.2801
239300,3.3799,6,24121,4522,4176,2221,115919.115
194500,4.084,7,17579,3479,3581,1820,112273.9421
158500,4.036,5,19107,3923,2880,1376,116810.0119
131900,3.2846,19,12467,2508,4086,1761,116936.7554
55000,1.3801,25,1137,414,604,240,107798.7681
83000,2.5477,33,2565,745,2301,638,107798.7681
122500,4.4107,26,4300,767,1557,669,106446.1291
113600,3.3162,27,1781,441,759,340,106996.9922
134500,4.0079,10,11836,2405,3811,1570,111794.1775
121300,3.312,17,8626,1859,3497,1337,111842.3355
128000,3.5569,19,7646,1618,2496,1075,110386.4505
258100,4.5556,17,12509,2460,2737,1423,110430.4638
238800,6.9833,10,11659,2007,2186,1083,108346.4927
152300,3.0021,19,6190,1355,2242,1043,111842.3355
97500,2.2439,18,4872,1110,955,656,108869.8628
500001,3.7727,24,2596,438,473,237,108639.1467
403300,7.9885,5,846,249,117,67,107307.6475
168800,3.3639,25,2475,476,910,387,109783.6526
177800,2.4659,17,4289,893,958,440,109783.6526
138300,2.2208,15,3895,782,900,529,105463.5811
318100,7.8005,7,8806,1542,858,448,109829.9343
353100,7.4382,11,12327,2000,2450,1139,114788.7763
231300,5.6918,12,5048,842,883,391,114636.1631
137500,2.8882,10,2387,481,863,304,114481.7663
93400,2.9187,15,2214,410,1152,350,113093.4968
91800,3.3333,11,4686,851,2466,731,113093.4968
98000,3.6354,7,4497,831,2248,713,112478.6607
102600,4.5938,8,3079,558,1572,474,111871.4973
105800,3.1086,10,9404,1827,3208,1283,120047.3662
92900,2.7667,5,1664,444,907,374,118950.8667
124700,3.2833,9,3861,849,825,401,121883.8861
96700,3.8125,9,1961,595,966,275,124129.2229
199300,4.7195,6,12991,2555,4571,1926,119084.9681
167400,3.1771,5,3584,760,1097,470,117778.5478
67500,3.4583,24,880,187,507,169,126491.5183
50000,2.025,33,278,91,375,81,122728.5623
93400,3.775,25,5236,1039,2725,935,121571.8207
95000,2.7598,10,9033,2224,5525,1845,120949.5768
104100,3.0682,14,2774,566,1530,505,122201.0135
69400,3.3107,26,4120,858,2918,815,124354.6658
68200,3.0673,22,894,192,830,202,125747.755
68900,2.3169,28,2488,714,2891,676,123875.4866
68500,2.1217,38,1695,352,1279,305,123726.6084
72100,2.8648,29,1133,221,918,239,122962.6743
82200,1.7083,19,3114,787,3157,772,123123.9499
58800,1.7172,28,826,258,979,245,123105.3898
60600,2.2989,26,2399,625,2654,535,121871.5105
76900,1.7805,32,4981,1326,3779,1186,122337.4873
90000,2.444,17,4874,1349,5032,1243,121719.2466
112500,2.9286,22,197,54,331,70,120086.8864
84700,2.0871,20,1273,354,1548,355,114132.6367
65400,1.6557,10,1711,499,1896,443,114576.382
96300,2.5,23,1152,273,1077,235,114203.5053
100900,3.8846,19,1596,295,1201,282,117651.1077
1.00E+05,1.5809,34,584,176,625,166,119839.2846
366700,3.0114,16,926,189,238,118,118346.0932
382400,10.2948,3,7437,1222,574,302,115787.0684
58600,2.1287,13,1713,512,1978,442,102770.3096
1.00E+05,1.654,17,2421,820,2971,685,102086.694
66400,1.7344,24,2985,958,4042,905,99099.98305
68900,2.0347,20,1660,379,637,250,95391.46062
61400,2.2679,12,1230,277,1334,260,119109.1336
65900,2.5714,18,3585,800,3873,788,118141.1205
47500,1.9306,22,639,203,664,153,117041.4833
67500,1.7297,16,1859,476,1994,477,118428.8236
66700,2.2141,25,2888,654,2940,660,118281.3956
155000,2.375,17,89,19,79,21,120478.7557
74000,2.5383,11,5692,1346,5682,1273,120623.4647
76100,2.425,16,381,89,182,75,138278.2571
53500,1.625,18,1706,397,3424,283,95668.58013
27500,1.2656,17,97,24,29,15,134049.569
71700,3.1827,21,1161,282,724,186,136354.5753
71300,3.2097,15,644,129,137,52,124702.2406
87500,1.6154,17,2809,635,83,45,141206.6609
94900,2.9653,28,1678,322,666,256,98616.45669
44400,1.6395,20,1491,360,1135,303,86239.99392
85700,1.6509,17,720,174,333,117,109456.8615
73400,3.1917,14,1501,337,515,226,103822.2831
65500,1.925,20,1454,326,624,262,96120.83616
45000,2.0833,27,173,35,117,34,90628.40111
58400,2.1782,34,4789,1175,3134,1056,100270.2521
61500,2.1759,16,1187,261,1115,242,101160.0096
86500,2.6797,16,3741,801,2434,824,101262.5196
74000,3.3438,29,1387,236,671,239,102594.9506
275000,0.536,26,18,3,5,3,101065.9678
82400,2.6768,25,2907,680,1841,633,100390.9449
62000,1.625,21,1988,483,1182,437,99053.77719
155700,3.9167,35,5298,954,1933,918,57741.77775
163700,4.0972,38,2507,446,888,448,56680.858
161400,3.7731,38,1878,338,710,342,56949.70167
147100,3.9271,43,1806,339,764,341,57489.91108
142000,3.5893,46,2443,476,939,457,56680.858
164500,3.776,52,3080,545,975,495,56424.22013
148800,3.0208,42,2334,435,892,446,57489.91108
153900,3.4914,44,2314,415,796,388,57250.22668
147900,3.5313,48,1962,356,704,362,56179.95532
181600,3.8914,52,4408,807,1604,777,57022.87814
109800,1.7765,40,1394,397,689,353,57022.87814
115100,1.5922,44,2092,555,878,528,56808.01359
137500,2.3266,43,3807,952,1484,850,56808.01359
109300,2.6976,52,2035,483,904,459,56808.01359
94300,2.01,52,576,146,273,127,56605.77518
140600,1.6277,48,2434,744,1281,662,56605.77518
90300,1.4034,52,2151,664,1146,603,56416.29871
70500,1.6116,52,1186,341,1038,320,57689.66888
85000,1.0313,20,463,180,486,190,57503.78981
168800,1.4375,52,1000,324,456,250,56416.29871
162500,0.7526,5,761,306,2031,295,56239.71316
125000,2.5821,20,4018,1220,1570,1122,56239.71316
77500,3.358,9,745,175,297,160,55149.69042
137500,0.9196,52,569,405,509,367,56416.29871
137500,1.245,42,1823,566,761,503,56605.77518
141700,1.4301,47,2438,804,1148,747,55522.99101
187500,1.625,52,567,193,272,187,55522.99101
93800,1.7568,49,1334,492,634,421,55329.77983
87900,1.2209,38,2410,967,1091,829,55329.77983
150000,2.1691,39,1360,368,589,338,55729.18748
123900,1.9034,48,3136,926,1443,877,55729.18748
114100,1.8512,38,2809,805,1243,785,55522.99101
2.00E+05,3.0217,52,438,103,176,99,55729.18748
168100,1.2041,50,3233,968,1223,837,55729.18748
157500,1.5872,52,2501,757,1081,708,56605.77518
236100,3.2963,52,2006,412,825,384,56179.95532
233800,4.63,52,3170,476,1027,457,55111.33425
111800,2.9191,52,1750,372,764,369,54875.0593
140000,3.1583,52,810,172,326,151,55948.22565
213200,3.2386,52,893,159,367,160,55948.22565
158900,3.1484,52,1917,367,722,358,55948.22565
156700,2.0549,52,1625,419,614,383,55948.22565
131700,3.1827,41,1105,227,443,210,55621.93171
131900,3.7167,45,2423,466,873,438,55360.34876
139400,2.8542,52,906,165,257,166,55360.34876
125900,2.5417,50,1533,288,532,257,55621.93171
137800,3.0938,46,1316,244,452,245,55621.93171
232500,5.1169,52,3994,635,1295,625,56179.95532
173800,4.0417,52,3420,555,1301,530,55111.33425
98900,2.6417,35,182,39,115,43,54844.40805
100100,2.7333,44,3514,714,1509,656,54565.11492
77600,1.4889,19,3374,808,1412,753,54044.46136
122800,3.3348,52,1878,393,722,381,54875.0593
121200,2.625,51,1250,235,452,232,55111.33425
97000,2.9821,46,1698,383,726,386,54298.40393
85600,3.125,52,889,162,273,145,54651.68913
104000,2.2125,52,907,180,479,177,54875.0593
84100,1.7616,52,3126,648,1789,558,53803.46802
68500,1.2235,52,2094,463,1364,407,53803.46802
65400,1.1458,48,1091,403,926,336,53575.59865
85900,1.8911,52,1532,408,782,369,54651.68913
95800,2.0221,51,2083,559,874,524,54651.68913
88100,1.7328,44,1986,573,1044,490,54651.68913
113600,2.0089,44,1151,263,518,258,54441.38258
134700,2.7316,46,1476,344,688,353,54441.38258
114300,1.78,38,1145,324,596,288,55522.99101
87500,1.2813,42,900,239,506,231,54244.29162
86900,1.9013,35,1521,457,987,455,54244.29162
108800,1.7155,51,1492,385,736,365,55329.77983
94600,1.4712,41,1124,344,807,316,55149.69042
87500,2.1719,44,1375,351,766,321,55149.69042
93800,2.2031,36,613,166,425,147,54982.8517
80000,1.0114,45,858,254,510,200,55149.69042
123100,1.128,46,2646,645,1684,616,54060.56077
137500,1.0649,43,1048,312,1320,294,53890.32669
137900,2.8417,45,3032,631,1341,597,52798.61267
137200,2.7885,46,1485,278,531,291,52798.61267
103500,3.0033,52,1844,392,667,353,54244.29162
151100,3.3844,52,2515,460,836,442,53159.89719
209800,5.6402,52,2784,455,957,448,52972.37929
137800,3.6729,52,1777,368,624,350,54244.29162
123000,2.5639,47,2313,536,779,442,52076.66487
405800,8.338,52,1145,133,334,138,51885.20565
224100,5.0359,51,4280,632,1486,621,53159.89719
236800,5.2362,49,4094,634,1363,659,52972.37929
179800,3.7344,44,1167,201,452,209,51885.20565
228700,7.1035,52,2508,360,832,345,53361.02139
162500,4.3929,52,2037,358,811,375,53361.02139
94300,2.0833,50,1587,448,877,380,54441.38258
175000,4.1467,52,1684,309,675,296,53361.02139
191900,4.8603,52,2216,333,714,327,53361.02139
125000,2.8542,52,814,216,327,181,54441.38258
65400,0.9948,48,968,310,706,274,53575.59865
55800,1.0208,29,1303,308,861,263,53575.59865
56700,1.2679,47,2085,464,1346,402,52501.00262
67000,1.186,24,979,287,546,291,53575.59865
94600,2.0242,52,1384,295,561,244,53575.59865
56000,2.7787,47,1159,250,810,244,52979.44226
58300,1.4702,41,1278,308,839,280,52979.44226
58200,1.8333,48,1001,205,605,175,52733.54783
57000,2.0074,40,2077,435,1454,385,53803.46802
108000,3.0521,29,1407,265,556,235,53795.34055
92700,2.9769,43,2084,417,912,410,53510.53262
101500,3.15,44,1879,359,791,345,53510.53262
92400,2.5694,44,2570,509,1145,503,53238.50092
86600,1.9485,48,3421,734,1441,727,52979.44226
87600,2.398,18,2525,501,1726,468,53795.34055
94300,2.925,29,2358,493,1071,470,53795.34055
101300,2.4618,42,3321,688,1346,658,53510.53262
93600,3.2404,39,2855,574,1217,562,53238.50092
75700,2.5389,47,2518,501,1308,471,53238.50092
79000,3.1944,35,2061,371,1110,342,53052.13985
72100,2.9737,37,1058,224,588,231,53052.13985
71200,2.8298,37,1958,367,1171,366,52748.84919
71800,3.4083,36,1581,288,832,291,52748.84919
82700,3.1208,36,1488,294,846,279,52458.31958
81900,3.1667,36,2430,426,1199,437,52458.31958
80600,2.3272,37,1951,432,1089,411,52180.76416
66800,1.8689,25,3087,720,2529,708,52014.51018
87800,1.9423,21,3249,666,2611,663,50664.23306
72600,2.5574,32,2828,556,1655,485,51705.0904
72100,2.5898,43,2089,399,955,385,51408.62128
78300,1.3927,30,3657,945,2925,899,51408.62128
76600,2.7697,38,2080,388,995,380,51125.32811
192000,4.6923,39,3184,593,1188,572,50799.10454
114300,3.5231,37,3642,684,1508,657,50799.10454
191900,4.25,34,1613,265,631,266,50617.82749
216600,5.3135,36,2603,408,966,419,50617.82749
59100,2.2574,37,2008,466,1261,427,49714.14626
171300,5.5208,33,2918,439,1085,427,48440.96264
251600,6.6112,31,1595,217,542,236,48440.96264
181400,4.0972,30,3236,588,1167,569,49528.8727
101600,2.3487,38,1451,315,786,340,51204.35637
130600,3.125,40,2966,536,1225,505,50994.66873
78400,1.6932,37,1655,393,841,355,52076.66487
103900,2.3542,43,1378,280,708,280,51204.35637
96400,2.9911,36,1824,357,906,356,50128.22712
96800,3.1014,37,1902,413,955,384,49913.98916
124200,3.3906,42,1468,281,571,271,50994.66873
73500,2.1975,41,3364,685,1841,626,52281.98474
62300,1.9837,37,1704,361,902,356,51204.35637
52500,1.4138,36,2099,510,1845,483,52501.00262
54400,1.4625,43,3215,725,2400,625,51427.9947
65400,1.3646,44,543,146,506,125,51427.9947
152900,2.9219,18,700,169,260,128,48834.71355
84500,3.319,32,2364,439,1331,449,47756.93709
87900,3.0313,30,1715,271,842,263,47756.93709
98500,3.7414,29,2049,330,787,309,47547.97106
79500,3.1768,30,3166,607,1857,579,48834.71355
164800,3.9792,34,2815,479,1075,471,51707.76102
160300,4.2885,31,3089,585,1366,561,50450.99161
171200,3.5737,30,3377,623,1289,594,50450.99161
156900,3.0963,23,6876,1456,2942,1386,48266.55451
158300,4.1,21,4426,790,1856,761,46268.57144
180200,5.0371,25,4719,745,1857,739,47354.16932
216800,6.5253,14,5490,851,2415,837,47835.12329
204600,5.7621,9,4868,738,2036,750,46734.15706
183600,4.2075,15,6093,1051,2415,997,46865.55752
217900,4.2216,17,8482,1590,3362,1513,47963.4899
216800,6.4667,17,3087,477,1365,495,47012.79418
178900,3.1607,20,6132,1324,2595,1174,48107.34647
184400,4.8497,19,4900,805,2519,855,47175.71875
212200,4.8811,5,27870,5027,11935,4855,44826.25863
152800,3.6196,5,3344,800,1341,670,46085.89216
174500,5.1442,6,9104,1535,3759,1481,45768.30193
95800,3.1583,34,2561,497,1583,530,50128.22712
72300,2.5926,24,979,201,723,205,49053.69564
70300,1.3679,23,2679,792,1740,659,47980.86928
77700,2.6613,26,1557,301,986,300,46680.76363
78200,2.7368,29,3606,690,2317,696,46466.92855
83400,3.3689,32,4013,725,2032,675,46466.92855
78600,1.5908,26,3165,806,2447,752,46909.86503
74600,2.735,26,4629,832,2902,816,46680.76363
78800,2.3233,17,3595,790,2760,770,47154.01021
76200,2.6382,25,2969,551,1745,487,46090.65344
68000,2.3496,26,6121,1185,4224,1105,44533.69036
67300,3.2702,24,2359,462,2048,476,46090.65344
60500,1.7891,38,1865,384,1052,354,52979.44226
69900,1.7714,38,1746,388,1142,315,51916.39103
75400,2.1679,34,1893,415,884,395,51916.39103
87000,2.4741,34,1717,354,848,306,51916.39103
63900,1.7692,39,1453,324,843,281,52733.54783
65400,1.8007,37,2745,588,1607,556,51665.40256
55700,1.5292,36,1825,411,1226,391,52733.54783
66800,1.2575,26,2177,638,1971,560,50356.67643
110000,1.5735,18,2123,606,1576,599,49534.89582
99500,2.7101,25,3033,665,1559,627,48740.33105
137500,1.7188,17,1895,424,620,417,48219.55911
80000,3.625,52,20,4,74,9,49287.15798
60400,1.8205,42,2316,515,1597,522,50356.67643
69700,1.6521,36,3446,950,2460,847,51125.32811
75900,2.2245,29,4221,901,2294,850,49796.6961
71200,2.6288,37,1705,325,827,326,50855.43109
70300,2.5592,37,1477,321,888,312,50855.43109
72100,2.1736,29,3873,797,2237,706,50599.14459
84100,1.68,32,2437,592,1596,557,49534.89582
65600,2.71,34,1279,285,963,268,50599.14459
82400,2.214,27,7212,1606,4828,1549,50072.33824
96800,4.088,27,2527,439,1089,415,49021.95218
97500,1.4007,20,2033,586,1281,521,49021.95218
90400,2.8139,15,7901,1422,4769,1418,50664.23306
87900,3.025,24,7740,1539,4333,1397,49626.45973
107900,2.575,15,10211,1995,5656,1752,47412.96678
109800,3.5323,34,3573,662,1540,620,47686.49344
109300,3.3878,31,4297,788,2083,771,47974.34097
103100,2.9571,28,2780,510,1638,533,46635.35461
90500,3.0625,12,4602,930,2299,860,47238.32235
109800,2.7262,12,4929,1010,2621,870,46929.69044
98700,3.5402,24,1766,340,1028,372,46635.35461
93100,3.5227,8,3593,659,1710,530,46355.58718
103000,3.363,17,13180,2444,7235,2335,48591.968
116000,1.9657,13,7880,1992,4749,1882,47560.97202
106300,3.5968,12,7290,1283,3960,1248,49263.73213
108900,2.9647,11,8537,1643,4224,1648,49908.51718
92000,2.0062,19,1808,375,758,320,51650.03151
55000,1.3571,21,2066,748,2548,734,55895.90664
137400,4.3644,19,8507,1470,3517,1453,56790.34933
133700,4.3288,23,2790,430,1407,460,56083.51555
130900,4.6944,26,1532,264,781,285,56083.51555
126200,3.5278,25,2171,431,1053,422,55755.84691
154300,1.9044,18,1734,467,783,447,55755.84691
142500,5,26,2697,398,1088,389,55439.97154
156300,1.9167,14,2534,705,1495,583,55136.09212
142400,2.925,19,2497,494,748,442,55439.97154
67500,0.9274,38,152,30,65,35,53367.97398
82100,0.9204,43,987,240,1253,237,57689.66888
67500,1.725,43,88,21,119,19,57330.57804
137500,2.8231,16,2987,864,1240,755,59626.36134
179500,5.1385,17,7228,1369,2455,1365,56182.09227
387000,5.2449,22,4899,847,1701,826,58470.84685
338700,8.4016,33,2648,357,863,359,57827.72642
297600,5.8416,25,2022,295,639,278,57523.31406
190700,3.2443,16,4429,1124,1538,960,57230.57911
327800,7.143,22,2623,357,838,368,56480.30298
89600,1.7451,23,3713,1078,2194,1018,60123.65655
102800,2.2452,35,1166,193,574,190,60123.65655
111400,3.8672,36,1327,209,613,230,60123.65655
